n_features,n_trees,min_samples_leaf,max_features,criterion,MAE,StdMAE,RMSE,StdRMSE,MaxE,StdMaxE,R2,StdR2,Time,StdTime
45,50,1,0.25,mse,65.4037952358582,0.717392757434417,91.4535374463788,1.79249717035509,1145.68705,152.59372582114,0.97259042894367,0.001348925359373,33.5340802073479,1.92666714014935
45,50,1,0.5,mse,65.3489794835752,0.787946393251407,91.5699600528201,2.46283404880059,1182.89425,183.572586425226,0.972507932086796,0.00177480615527,39.8545216917992,1.31700757972855
45,50,1,0.75,mse,65.3234161851489,0.892717317165995,91.8446029353454,3.1070784244485,1233.156225,206.250013241269,0.972326138522347,0.00220636500319,47.8206723928452,0.92519198922328
45,50,1,auto,mse,65.5482984423436,0.57391638128492,92.0752421253104,3.55409499556826,1126.790575,286.029071632262,0.972194746260818,0.00226370833151,54.7310055196285,1.56803655410043
45,50,10,0.25,mse,65.4733430982622,0.531141043559358,91.9698777410877,1.73192344777167,1146.55461224805,197.272650604961,0.972304401584592,0.000946967056435,28.4293969273567,2.03484527898727
45,50,10,0.5,mse,65.0862259805345,0.815662605532059,91.5310499611677,3.06405894151635,1118.0929183047,243.664116739836,0.972540926619324,0.001744048048208,31.2145113050938,3.04928325077036
45,50,10,0.75,mse,65.0273133667284,1.23344699012692,91.6931019801949,2.42050518169651,1198.30291731055,232.115353210584,0.972448691340928,0.001547335033445,39.3235763609409,5.49051657280516
45,50,10,auto,mse,65.4674716985458,0.713125917312913,92.0587417710424,2.56406944710255,1140.43880665777,189.589013138325,0.972246799069651,0.001276221970651,48.5916826426983,1.65293405730312
45,100,1,0.25,mse,64.941413572863,0.484133327110035,91.1793149240561,1.64365025128526,1226.151725,161.6408114794,0.972766661757338,0.001219727879018,39.9939153790474,2.5641040422324
45,100,1,0.5,mse,64.9580834543649,1.08530985396119,90.9941640894712,2.92992249013905,1124.2667125,201.941667168631,0.972857744295609,0.001834287477598,53.2232502400875,7.10655424844543
45,100,1,0.75,mse,64.8009452354324,0.759428638220503,91.2775002788933,2.80092899819895,1230.954075,213.998205797196,0.972692577287756,0.001762449626025,71.5600682497025,8.44600467390693
45,100,1,auto,mse,64.9872887908699,0.376190380350739,91.4890522765766,1.83354302428092,1221.7806375,111.540444522008,0.972573907800224,0.00133406450752,83.3853552937508,8.23392254449327
45,100,10,0.25,mse,65.4691199044038,0.800605902149681,92.0752321881504,2.35284223118699,1220.02913438321,183.751451259972,0.972210422782775,0.001670839686757,27.7345990240574,0.206732737031542
45,100,10,0.5,mse,65.0313477100096,0.713604043468962,91.5398688424495,1.63535687586921,1188.18017277956,178.177445143842,0.972562397122201,0.00094996346269,41.1756062805653,6.42963567627144
45,100,10,0.75,mse,65.1079556532175,0.471769231765697,91.7453354489983,1.1466108744054,1253.420522163,84.4485391861689,0.972427556530167,0.000925441481961,54.0304398834705,8.59005423444936
45,100,10,auto,mse,65.1420099062754,0.789610092112878,91.5521270644124,1.53517329533937,1226.49061226904,101.143599698964,0.972556241079078,0.00080949700787,68.6604384481907,10.5265340075234
60,50,1,0.25,mse,65.2562427702113,0.628840739201663,91.794676764815,1.04137648614258,1281.9807,121.175983552475,0.972414899969563,0.000567637808674,34.7480615377426,2.45394999988851
60,50,1,0.5,mse,65.1858714098113,0.521598737696324,91.5307323446802,2.66677688649624,1080.57885,261.528379130139,0.972542433263031,0.001756537335303,44.4147424697876,2.02264388467086
60,50,1,0.75,mse,65.2355624645943,0.453210401462918,91.7351847730367,1.07038246187986,1226.2469,118.138585191333,0.972437394764204,0.000860943978304,53.2142257392407,1.85862872339568
60,50,1,auto,mse,65.4876160174832,0.625561511653416,91.8740339904293,1.85937696821276,1265.96805,72.4340731706937,0.972363920641525,0.000863404718183,60.3700624704361,6.92133285370362
60,50,10,0.25,mse,65.3408694283772,0.821013553597246,91.9820226481905,2.1904704283633,1149.48676808098,220.506242787849,0.972276972403349,0.001466072719086,24.2746040821075,0.268599828851126
60,50,10,0.5,mse,65.1537315535117,0.721078154390096,91.6765258730339,1.71954801991546,1266.13705833347,71.5534387246026,0.972477382854069,0.001068189751242,33.8618604242802,6.67172189947831
60,50,10,0.75,mse,65.2298392734278,1.02192136086205,91.7948489784909,2.70682950855893,1192.55570780724,200.592585132743,0.972384593587041,0.001567667068473,40.5140582621098,5.86606403575643
60,50,10,auto,mse,65.1758886323606,0.891574000582044,91.9585718956188,1.73519416579746,1238.49288893638,131.502696275064,0.972309595171478,0.000768046819596,46.7881661057472,6.27743213496641
60,100,1,0.25,mse,64.6853617424135,0.7059227150956,90.9586806684716,1.92264849914375,1226.3043625,213.344984318603,0.9729006633549,0.001170061581505,37.5122017860413,6.59997847429696
