n_features,n_trees,min_samples_leaf,max_features,criterion,MAE,StdMAE,RMSE,StdRMSE,MaxE,StdMaxE,R2,StdR2,Time,StdTime
10,50,1,0.25,mse,0.136436824555912,0.001802957073796,0.212016705521387,0.00358980541527,2.723545,0.483868451621926,0.795097582578534,0.008554109742087,29.8657442331314,2.98600356741218
10,50,1,0.5,mse,0.13374206054959292,0.001181674667193961,0.20848288937565548,0.005295033807188247,2.4148175,0.48964767848295726,0.8019706239334825,0.008663444353431651,28.823444217443466,4.226441317852056
10,50,1,0.75,mse,0.13437861813787774,0.002413768630446867,0.20995312876163696,0.0061434626912048595,2.6740575,0.45541939961287353,0.7986268354843873,0.015795936569756888,32.533890187740326,2.880594885984119
10,50,1,auto,mse,0.1342649578414971,0.0018895425353919824,0.2109454249716959,0.005548798908037647,2.7717650000000003,0.5255377960480105,0.7972694937095768,0.00791148563754607,32.47735404968262,2.0591634907312226
10,50,10,0.25,mse,0.1406600478281233,0.002806592759326988,0.2206110059719553,0.005939757331182334,2.563519970723106,0.5021734723574506,0.7779925205672023,0.013143974889575397,25.087502986192703,0.46974171022818095
10,50,10,0.5,mse,0.13496464682470455,0.0010970194153932977,0.21188853457643878,0.002226865117153873,2.6390510723912284,0.4589557101000782,0.7950567926130581,0.011288054781516097,28.54326033592224,2.6221112903334416
10,50,10,0.75,mse,0.13486842296888754,0.0025849771972160677,0.21283889625125263,0.008247199974900454,2.618583444614737,0.44511406157607963,0.7935813630436044,0.011930078811616488,31.416215479373932,1.502257282303149
10,50,10,auto,mse,0.13492178808773006,0.0018585562351445528,0.21507994700901772,0.006463735301384969,2.846583742579134,0.5449146736168973,0.7887879014773558,0.015843168309718485,33.8478242456913,1.8413732226917963
10,100,1,0.25,mse,0.13459222811584598,0.0017019587492932444,0.20832983389965787,0.005080565147440365,2.6615937499999993,0.5786772238246786,0.802276485186967,0.009044269508576052,29.74116063117981,1.128718502927996
10,100,1,0.5,mse,0.1319382603388064,0.0015200411027076176,0.20500903081037086,0.0033695292483776605,2.6480249999999996,0.48133806952598207,0.8081619025551359,0.01052030491163828,35.30873000621796,1.3131308029614674
10,100,1,0.75,mse,0.13324853629181183,0.0023553854348523535,0.20815697926165244,0.004403246151339887,2.833286250000001,0.4273287848933618,0.8022881275991383,0.008346322299972507,33.70643362402916,0.7294535930229342
10,100,1,auto,mse,0.1340533637295666,0.0025750894113602076,0.2114536923998931,0.00622774763876384,2.968741250000001,0.4445943406195566,0.7956561570213412,0.01697572338577729,37.612219512462616,0.4348905052239924
10,100,10,0.25,mse,0.14115523323630452,0.0018241670819080895,0.22217510357532788,0.005537377572187454,2.611621195085234,0.5122054537967878,0.77498269289649,0.00792945793086741,27.496431291103363,3.6722861163775176
10,100,10,0.5,mse,0.13438658744965745,0.0023888152746924666,0.21096662559623172,0.006144484490701823,2.600196958448773,0.40618175621947816,0.7969666340912474,0.011093298330991935,31.321602910757065,1.3130604725639607
